hour,EEX2018,EEX2015,EEX2035,Residualload2018,EEX2020
582,13.99,21.75,39.58359164,28.246,33.01
583,28.12,19.82,60.33894446,37.495,34.12
584,40.94,22.35,70.15867647,46.39,37.1
585,41.27,24.64,73.02683116,50.087,42.42
586,39.94,28.03,67.76495355,50.242,44.97
587,39.58,29.94,80.61335402,49.978,45.96
588,39.8,36.65,76.75396493,50.788,44.89
589,40.05,31.99,80.25222638,51.953,43.67
590,41.13,29.25,84.63266725,54.209,41.14
591,43.98,29.13,77.46068925,56.012,39.61
592,45.29,29.26,75.16299336,58.206,41.51
593,45.47,30.29,60.86226878,59.871,43.53
594,49.37,36.5,75.27316761,63.023,46.25
595,52.76,40.96,80.05705068,62.826,49.99
596,49.93,39.03,69.14863981,60.922,45.84
597,43.71,34.92,58.35728201,57.592,43.01
598,38.98,30.2,60.43153537,55.217,38.25
599,38.62,29.99,51.96081962,53.265,40.57
600,34.9,28.07,34.4929618,49.591,36.02
601,37.23,26.93,38.15792986,46.087,34.39
602,35.03,26.13,15.05734416,44.767,33.64
603,34.1,25.54,-0.707118905,44.684,32.4
604,33.01,25.41,-6.871111157,45.523,29.84
605,32.91,25.8,-8.742497552,47.297,29.33
606,34.9,27.1,-23.560869,51.219,29.04
607,39.91,41.94,-6.571633857,59.251,30.02
608,51.27,55.16,-0.341570788,65.925,29.49
609,54.72,53.22,4.443567051,68.174,31.17
610,54.52,47.28,51.88804282,66.996,34.61
611,54.02,45.28,49.43139762,65.671,38.92
612,53.18,47.43,46.7438365,64.626,41.16
613,50.23,46.22,23.64256234,63.726,41.86
614,49.2,46,6.582113646,62.706,38.23
615,48.96,42.47,4.613652125,62.234,36.03
616,48.25,42.44,0.672214317,63.682,34.56
617,48.25,39.76,37.19370144,65.401,35.81
618,51.15,44.92,29.04205932,68.133,39.99
619,54.7,44.03,46.23841335,68.147,42
620,52.09,36.98,34.88075532,66.244,35.47
621,46,30.34,42.16567741,62.095,31.27
622,40.44,28.49,47.04373182,58.693,27.53
623,40.43,27.15,35.95445633,56.366,29.09
624,39,24.05,21.23053264,52.071,27.5
625,36.81,20.36,22.34835965,48.05,28.09
626,33.8,16.31,18.3687916,45.492,27.73
627,32.87,16.95,19.91160937,44.037,26.13
628,32.53,16.34,23.65558361,44.028,23.4
629,32.53,19.92,24.16380462,43.902,21.98
630,31.79,22.92,27.44626848,43.754,26.17
631,32.51,27.57,24.406463,44.851,28.83
632,34.65,34.27,20.4607831,47.934,42.2
633,43.45,35.92,32.2505063,50.603,41.56
634,47.19,36.97,28.39061497,51.59,40.29
635,47.04,36.94,34.24376799,50.533,42.71
636,43.93,38.33,14.57025702,49.261,39.95
637,41.92,37.93,13.18323187,47.002,38.02
638,38.06,38.19,-1.835864453,44.251,40.72
639,32.5,39.14,-1.904606326,42.171,43.93
640,32.1,40.96,-2.693009114,42.387,45.22
641,32.06,38.93,-4.390720754,43.555,43.17
642,37,50.65,39.26783239,44.809,47.08
643,39.7,46.31,52.95067211,42.129,51.21
644,34.07,42.26,45.55300563,36.768,47.12
645,27.89,40,48.02918916,30.045,43.86
646,11.91,35.23,42.23141251,24.648,40.6
647,10.98,30.28,57.0508413,22.649,36.61
648,0.1,27.8,42.56808839,17.298,33.14
649,-0.04,26.97,50.75309539,12.196,27.54
650,-12.02,26.59,47.22550387,9.377,26.84
651,-19.43,25.93,47.11330673,7.317,25.64
652,-12.19,25.27,48.28039892,6.948,24.99
653,-9.14,25.75,46.16168143,7.731,25.17
654,0.04,25.94,56.93492867,8.278,26.32
655,-0.25,34.25,64.70869326,8.265,31.76
656,2.09,44.31,79.27414377,10.84,41.94
657,10.34,42.86,81.50181206,14.605,44.94
658,11.65,33.96,81.12306439,17.996,44.33
659,14.04,33.11,72.88975274,19.117,42.9
660,11.69,29.72,74.11866525,19.716,39.93
661,11.64,27.85,68.61873474,18.689,33.98
662,6.32,27.63,70.20773346,17.213,30
663,10.32,27.03,69.84976673,16.962,28
664,10.09,26.59,84.19112915,17.893,27.91
665,10.8,27,84.0718905,19.963,29.68
666,11.8,29.95,86.40456823,24.027,39.83
667,18.55,28.62,105.4146587,26.013,39.98
668,14.17,28.01,89.88417841,24.366,30.62
669,10.47,25.47,84.35710772,20.653,25.8
670,10.41,21.69,76.62810935,17.971,25.42
671,10.85,16.96,77.13801501,18.572,25.04
672,0.5,14.9,78.51614078,15.344,20.08
673,-0.05,9.98,61.99445283,14.409,20.44
674,-4.09,10.74,55.61999458,12.061,19.58
675,-20.25,9.21,50.80312057,11.419,19.16
676,-20.09,9.37,40.30586316,11.931,19.61
677,-19.96,11.84,42.99226946,13.538,20.46
678,-0.9,13.37,23.61831169,17.596,25.16
679,12.43,26.2,40.8611771,24.439,29.03
680,29.98,30,55.11687477,31.512,41.12
681,29.32,32.12,56.13801675,33.811,44.41
682,28.04,28.89,71.4768715,33.254,41.85
683,28.09,28.81,76.29593712,32.095,40.82
684,28.07,29.81,73.4562799,31.774,36.86
685,18.97,28.63,74.72937419,29.342,31.34
686,22.94,28.56,76.01196645,29.04,32.4
687,29.62,29.18,76.87773473,29.834,34.24
688,30.52,33.82,73.85559545,31.502,37.92
689,30.48,32.45,70.0810304,33.039,39.02
690,31.98,41.35,67.33678174,36.387,42.89
691,34.26,39.73,75.11207329,37.015,45.01
692,29.93,39,61.64855491,34.692,45.1
693,29.77,33.41,62.99104949,29.608,40.98
694,22.04,29.09,85.76572125,26.029,33.02
695,14.08,28.74,72.25869864,24.536,29.63
696,10.47,25.4,65.94044184,21.051,27.33
697,13.97,26.6,51.04897487,19.399,28.97
698,13.91,25.61,45.86835208,19.234,27.43
699,13.01,26.42,43.25649691,20.806,25.15
700,13.8,24.74,37.28576719,23.103,20.24
701,15.5,23.89,35.16707172,26.224,19.91
702,24.02,26.07,21.34236362,31.09,24.96
703,34,36.41,33.54791319,39.159,29.7
704,44.59,48.76,42.1241415,46.424,39.46
705,44.85,49.19,48.99895872,48.81,40.4
706,41.37,46.35,57.75294697,47.167,37.28
707,38.93,49.51,55.44784086,44.834,35.9
708,38.95,47.47,59.9465086,42.991,35.15
709,37.92,46,52.03213518,41.82,36.69
710,37.02,44.95,48.27880256,42.276,39.79
711,39.98,43.24,48.97226872,44.654,37.53
712,41.92,43.71,53.43417622,49.716,35.51
713,44.95,44,54.96463597,54.997,37.85
714,52.39,46.69,37.98036579,59.984,44.12
715,57.97,48.26,69.34547166,60.955,43.04
716,53.78,43.11,61.56870836,58.656,41.1
717,44.98,40.04,51.62517532,53.309,31.13
718,38.97,30.17,65.54748947,49.549,29.04
719,38.53,29.5,61.14533042,46.367,27.3
720,34.1,27.01,25.64888429,41.582,20.04
721,29.61,27.92,1.416605591,36.346,-0.04
722,28.98,26.5,2.210597732,33.055,0.02
723,27.24,26.4,-0.596658555,29.764,-8.77
724,17.97,25.75,-1.210407259,28.15,-3.89
725,19.53,24.95,-15.15846138,27.245,0.01
726,26.37,25.13,-24.07442565,28.463,13.04
727,31.74,24.98,-15.17196907,34.191,24.01
728,35.53,26.55,3.765746207,40.027,36.96
729,35.97,28.36,8.871760866,39.58,39.59
730,31.42,29.51,9.293991411,37.351,37.39
731,30.71,29.91,0.330433825,35.27,34.9
732,30.03,28.79,2.916216956,33.95,35.27
733,29.61,28.41,-9.647283512,32.644,27.97
734,28.05,28.23,-5.132924774,33.937,28.84
735,29.63,28.19,-0.934343191,35.298,29
736,29.03,29.17,1.83400603,37.794,30.07
737,30.16,32.12,1.910648147,39.326,28.1
738,32.25,42.99,8.950558173,42.595,33.78
739,34.36,44.31,24.45885986,44.999,37.05
740,32.52,42.15,-0.49097481,43.587,32.58
741,29.3,32.83,1.993272476,39.836,25.1
742,28.06,28.34,7.684365702,37.564,21.24
743,28.32,28.5,11.03198888,36.689,20.29
744,24.98,25.56,4.392694662,32.614,17.09
745,23.94,27.04,4.718090009,30.601,0.07
746,24.22,26.32,5.638669688,29.832,0.02
747,24.06,25.98,4.247026304,28.937,-0.7
748,20.09,25.63,0.615031897,29.907,-1.94
749,22.23,25.78,5.491546213,32.551,-1.67
750,25.25,25.99,4.510317841,36.081,-2.4
751,32.8,24.26,33.89710232,43.538,0.04
752,41.05,26.48,56.4284216,50.03,8.52
753,41.17,27.84,61.34849149,51.614,14.1
754,40.92,29.09,69.28784357,49.672,14.7
755,37.19,34.15,73.92285234,47.992,14.74
756,32.35,37.74,77.27392639,46.123,14.47
757,31.08,34.95,85.2163078,45.469,14.07
758,32.22,28.24,86.9692029,46.324,14.45
759,32.38,28.21,81.55126632,47.75,13.18
760,40.1,28.47,80.49380191,49.868,11.11
761,42.04,29.89,66.83439933,51.398,13.07
762,46.32,36.85,67.61259542,52.297,16.79
763,44.98,36.55,77.99644315,51.75,16.97
764,42.92,29.99,66.76249474,49.647,15.99
765,39.98,28.59,58.67770817,45.511,0.42
766,36.95,28.36,69.30532454,41.215,-0.8
767,32.2,28.18,61.35727071,39.241,0
768,28.97,26.92,44.00844402,35.364,-11.16
769,30.72,27.23,44.95529878,33.654,-4.97
770,30.09,26.38,37.56092092,33.228,-10.1
771,29.79,26.19,16.17788847,32.823,-16.95
772,29.74,26.21,11.52370756,32.999,-11.7
773,30.1,26.24,-11.66624046,34.557,-5.98
774,32.97,27.47,-25.7532396,37.606,-5.21
775,37.4,37.85,-22.10387583,45.944,-4.98
776,45.79,53.35,-17.65014357,52.762,0.09
777,48.72,53.13,-8.532607142,54.651,13.06
778,47.96,54.92,8.234236092,54.073,24.5
779,47.94,51.35,1.807929168,53.018,27.12
780,47.09,50.96,7.174192328,52.377,29.43
781,44.9,45,5.93087994,51.976,35
782,40.95,44.04,5.88347857,52.469,33.36
783,40.9,44.98,1.299675284,52.239,33.75
784,41.11,45.74,-1.426624991,53.292,34.2
785,43.29,47.99,-4.782359644,54.59,28.87
786,48.02,58.95,-7.624165872,57.029,40.27
787,47.96,54.92,34.56763859,57.539,40.73
788,46.43,51.45,23.25215697,55.779,36.93
789,43.39,45,-10.68892339,52.527,27.05
790,40.06,43.05,5.015006465,50.702,21.99
791,40.08,40,24.50081258,49.708,23.87
792,36.08,34.68,12.61819147,46.79,17.38
793,35.39,29.46,-9.909592168,44.316,15.92
794,34.04,28.84,-14.03758619,42.592,15.55
795,34.02,28.05,-10.53318634,41.666,14.38
796,34.09,28.08,-4.002915021,41.559,9.32
797,33.73,28.21,-4.095976561,41.794,13.26
798,34.31,30.08,-2.022153824,41.559,14.03
799,33.95,40,-16.92984272,42.852,27.06
800,34.35,60.43,-7.894440741,46.882,36.49
801,41.88,60.08,-12.26546916,51.225,39.97
802,45.45,58.79,6.666465855,53.817,39.26
803,45.84,55.77,43.51462298,53.863,35.52
804,47.08,53.37,54.89129978,53.381,32.97
805,46.31,46.2,60.63677466,52.262,29.08
806,43.72,48.76,61.7062502,51.403,28.38
807,39.97,47.85,54.98085198,50.892,28.73
808,39.12,51.7,61.38259179,51.861,28.29
809,40.96,51.54,59.02927909,52.937,33.02
810,47.38,60.07,63.31829181,56.053,37.95
811,50.54,65.52,70.92740652,57.668,37.99
812,49.98,52.89,68.80540347,55.515,36.57
813,41.76,47.99,69.26478478,51.549,31
814,38.47,44.25,71.90920393,48.746,27.16
815,39.09,43.93,74.45475005,47.3,27.13
816,35.39,30.87,67.40908695,44.16,24.76
817,32.02,34.9,63.00524305,40.632,20.79
818,31.3,31.14,60.26153103,37.494,17.41
819,30.96,30.08,59.02047902,36.198,16.24
820,30.99,30.06,57.82597639,35.527,12.96
821,30.83,30.49,62.55401011,35.228,13.42
822,30.79,33.55,65.5177768,34.164,15.88
823,30.84,42.64,77.68075512,32.531,24.88
824,31.23,50.92,82.45911957,34.266,29.7
825,31.37,61.76,88.56889531,36.794,35.01
826,32.38,62.59,93.96900016,39.486,33.48
827,33.1,61.1,96.54734226,41.091,29.9
828,34.44,58.94,82.39907646,42.258,29.03
829,33.4,54.87,87.68828864,41.455,27.07
830,32.08,53.53,76.98411276,39.261,26.43
831,31.61,51.45,75.20820357,38.503,27.02
832,32.09,49.88,78.08944811,39.282,29.05
833,34.25,49.92,83.19982826,41.518,31.42
834,39.71,59.37,94.02302058,45.747,39.92
835,42.91,75.87,107.5352016,47.941,41.3
836,40.01,62.73,89.28496578,46.929,40.92
837,36.15,49.89,80.74971874,45.023,39.75
838,35,42.66,80.04623118,43.003,30.13
839,35.05,44.04,74.99448155,43.727,30.36
840,32.92,36.41,69.57178324,41.602,26.94
841,32.14,39.96,69.60554763,39.705,25.44
842,31.18,33.29,64.43866499,38.354,25
843,30.92,32.24,56.78365285,37.967,24.43
844,30.93,32.44,53.64838017,38.528,23.63
845,30.58,32.92,52.3224865,39.724,24.83
846,33.67,38.91,43.62381639,43.557,26.62
847,41.41,45.96,48.1394911,51.896,37.54
848,54.46,63.79,61.24276627,58.122,44.91
849,58.06,62.06,62.59442101,60.038,49.16
850,57.12,60.28,72.0989318,59.451,44.78
851,54.04,52.03,71.25386764,58.55,41.37
852,51.88,49.96,75.71675298,56.816,40
853,47.46,50.52,71.80930362,55.135,37.07
854,45.53,47.44,56.86031293,55.244,35.16
855,46.9,44.5,63.40787398,56.742,35.17
856,48.77,43.54,62.61380494,58.177,37.13
857,53.4,44.04,54.8623442,60.358,40.25
858,56.93,50.75,67.52789436,62.365,45.45
859,58.99,48.13,94.4107,63.985,45.83
860,55.41,44.94,61.26383387,62.397,45.66
861,47.75,41.89,56.12794819,59.119,41.74
862,39.97,37.9,66.34908984,55.552,35.92
863,39,30.45,72.44743397,54.211,31.99
864,36.02,29.01,64.05892617,51.411,29.7
865,36.12,28.73,60.95437666,48.107,26.51
866,35,28.14,59.6661615,46.907,25.35
867,34.76,27.75,54.87846918,46.66,24.47
868,35.38,27.73,47.24523596,46.919,24.44
869,36.25,28.23,52.1193491,48.478,25.25
870,37.36,29.05,42.23944464,51.671,27.97
871,43.95,36,40.64700568,58.462,32.96
872,56.77,52.92,50.15823185,63.61,43.15
873,62.51,46.9,52.72761616,64.529,44.88
874,61.61,45.94,60.67683065,62.075,42.9
875,54.94,45.93,67.45622842,59.567,42.19
876,47.96,42.93,75.58000567,57.361,40.81
877,44.95,39.65,69.02577544,56.283,39.25
878,44.61,37.1,65.58862664,56.436,38.01
879,46.92,35.54,56.36126607,57.862,37.94
880,49.45,38.57,47.6278627,60.521,38.06
881,53.75,42.95,47.53729166,63.476,39.09
882,60.21,50.19,50.78188471,66.483,45.95
883,65.5,54.95,69.04135138,67.92,46.83
884,58.08,50.24,57.7864842,66.32,47.21
885,47.91,45,48.27319265,62.904,43.63
886,40.67,40.33,48.44639834,60.169,37.98
887,38.14,39.37,64.35218733,58.232,37.66
888,38.03,29.01,63.69230905,55.046,33.58
889,34.43,28.46,67.21829069,52.529,33.32
890,35.09,28,63.9588647,50.801,32.18
891,34.65,27.29,55.34445695,49.928,32.03
892,34.36,26.28,54.18405049,50.288,31.44
893,34.48,26.08,53.53835597,51.249,32.17
894,34.08,25.91,31.37846741,53.648,33.71
895,41.94,25.53,35.35316162,60.701,40.68
896,59.06,27.79,48.63444403,65.682,47.87
897,61.33,32.03,53.64832112,66.569,56.96
898,58.97,42.1,63.20524031,65.438,47
899,57.88,37.96,62.33318131,63.824,41.81
900,46.99,33.75,63.09104118,62.06,38.52
901,44.95,29.99,49.20890104,60.72,37.78
902,46.22,26.56,48.61696446,60.36,34.68
903,49,25.36,44.18485537,60.643,33.09
904,50.99,24.76,51.91815764,63.055,38.29
905,53.46,25.16,59.95738207,64.942,39.08
906,60.19,29.15,59.27570245,67.087,40.96
907,64.14,35.81,75.01235347,69.302,39.93
908,56.56,26.83,66.2298467,68.396,35.47
909,48.19,22.31,57.04506703,64.947,32.23
910,42.96,15.01,79.41932146,61.525,27.93
911,43.02,14.25,87.5778681,58.664,27.35
912,40.56,9.56,83.19706323,55.015,26
913,40.11,-5,64.40126319,52.324,25.21
914,38.55,-1.12,52.30086617,50.483,24.28
915,38.3,-4.78,58.57547098,49.763,23.98
916,38.02,-2.4,60.99227262,50.002,22.9
917,36.24,-7.32,48.84848782,50.761,21.75
918,39.88,-0.9,36.65097924,53.556,20.12
919,44.51,-9.95,36.97959754,60.566,22.34
920,61.07,-8.51,51.44211659,66.377,25.54
921,66.5,4.86,57.18028255,67.353,28.05
922,66.98,11.6,64.35930408,65.531,29.07
923,59.93,15.01,66.64096618,63.003,26.87
924,59.6,15.05,69.97956807,60.963,26.74
925,50.03,12.21,62.87896167,59.048,25
926,47.8,10.6,53.18911659,58.174,25.61
927,49.09,15.1,56.03595099,58.82,26.8
928,51.98,19.94,59.3273591,61.083,29.92
929,55.44,26.66,62.43300998,63.418,37.6
930,63.14,33.41,69.23744077,66.06,39.5
931,61.55,39.55,99.57520013,67.624,41.3
932,57.09,36.35,62.24814788,65.612,38.71
933,47.46,28.12,55.93233372,61.293,31.29
934,41.98,26.93,57.6684651,57.327,26.84
935,41.92,26.35,69.18552085,55.296,27.39
936,39.58,16.84,67.62628208,51.928,26.4
937,33.71,16.42,63.78069065,49.153,23.06
938,32.13,14.95,59.21690833,46.863,14.93
939,31.31,11.5,54.20705792,45.614,12.8
940,32.16,13.86,46.57295687,45.222,9.18
941,32.5,9.81,29.98994823,45.633,7.54
942,32.84,9.88,34.16366941,47.299,4.24
943,35.06,22.28,30.32259249,53.699,3.85
944,46.15,29.17,37.74562589,58.447,5.06
945,49.55,29.96,45.84228268,59.591,1.72
946,47.34,30,57.1471021,58.46,-0.07
947,45.42,30,76.34969389,57.675,-4.94
948,39.92,30.06,76.57313197,57.069,-3.81
949,40.07,31.21,68.95913767,56.117,-8.8
950,40.07,30.96,54.040064,55.624,-16.95
951,42.34,30.69,44.66058453,56.001,-13.64
952,43.94,32.81,39.13002052,57.516,-2.96
953,46.18,32.3,24.67037979,59.115,-0.1
954,49.59,37.66,25.37035608,61.031,0.52
955,50,43.93,56.74638248,61.779,11.97
956,45.99,44.57,41.54907337,60.103,5.22
957,40.02,39.91,40.73072835,56.755,-4.01
958,40.94,32.84,42.47599953,54.14,-3.04
959,41.48,29.43,48.32715205,53.514,-0.08
960,40.44,27.12,38.71243361,51.351,-4.1
961,35.5,25.36,36.21760453,49.016,-4.97
962,34.52,25.32,32.23989372,46.964,-15.89
963,34.28,25.19,27.70805293,46.165,-15.11
964,34.13,25.57,27.01401754,45.938,-16.16
965,34.68,26.02,27.97385204,46.073,-14.93
966,33.74,27.75,24.87534896,46.069,-2
967,35.26,38.22,29.3135773,46.707,0.41
968,40.02,52.95,33.6060089,49.016,14.11
969,45.9,49,36.25789968,51.853,21.38
970,46.91,45.97,26.70866102,53.438,13.2
971,46.94,47.97,43.02342492,54.157,12.54
972,48,49.97,49.62600725,54.014,12.57
973,45.92,47.27,52.64033316,53.093,12.01
974,42.47,46.95,38.0919836,52.026,11.99
975,40.28,46,40.07421176,51.32,11.98
976,40.03,47,37.54530876,51.582,12.24
977,40.2,50.38,30.77395784,51.794,12.77
978,42.98,61.41,30.34237904,53.39,23.14
979,45.44,84.94,51.57269913,53.573,24.96
980,43.4,62.82,37.87966199,49.928,25.69
981,38.86,51.66,38.66369731,44.776,19.93
982,33.95,44.09,30.05317965,40.31,12.47
983,32.58,44.54,33.87713977,38.603,11.97
984,29.05,33.95,23.33812054,34.621,4.86
985,17.08,30.57,23.14785426,31.034,10.96
986,18.04,30.67,16.21643215,28.012,4.83
987,12.34,30.52,21.97127367,25.428,0.11
988,4.58,30.62,29.23297407,23.31,-0.08
989,0.52,31.39,29.17287386,21.154,-1.86
990,1,33.1,45.81892796,19.117,1.39
991,-4.92,45.97,37.73021531,16.214,11.68
992,-4.93,60.14,48.02704784,17.303,14.95
993,0.1,64.91,44.35686802,19.283,14.95
994,0.3,59.91,51.56099842,21.266,13.24
995,0.03,54.22,49.69019385,22.053,13.11
996,11.7,53.85,43.62128264,24.289,13
997,13.08,49.06,45.54829815,24.671,12.85
998,11.58,48.82,39.93031014,24.566,12.77
999,10.7,47.93,32.89508863,25.147,13
1000,10.21,49.8,31.45815507,26.491,12.94
1001,12.19,50.86,36.14645292,28.334,13.67
1002,28.64,58.48,35.22293982,32.485,23.98
1003,31.35,81.37,47.55766759,36.15,24.55
1004,31.03,65.22,36.96032285,34.917,24.54
1005,21.77,55.62,28.7958401,31.678,12.94
1006,17.07,46,10.55970747,30.274,12.22
1007,17.08,47.94,12.20953726,31.58,12.04
1008,14.97,32.81,2.851673601,29.037,7.1
1009,11.61,36.63,0.940142418,26.952,3.12
1010,10.75,34.25,-2.301017112,25.543,0.88
1011,10,31.67,-9.585080253,25.009,0.07
1012,10.33,32.03,-11.87451019,25.444,0.08
1013,10.73,32.35,-14.75378825,26.872,5.29
1014,12.39,36.2,10.72539424,29.899,12.94
1015,30.54,49.95,8.186149588,37.619,20.93
1016,40.98,63.36,33.14482469,44.547,34.24
1017,41.94,70.6,40.91183836,47.729,32.01
1018,40.01,60.81,39.54691535,48.164,24.17
1019,38.92,53.81,47.09470893,47.256,22.31
1020,33.65,49.96,54.71069846,46.461,17.9
1021,32.63,44.91,58.47926101,43.768,13.69
1022,33.1,43.9,48.54051841,43.418,14.02
1023,38.94,43.94,40.0938424,44.266,13.88
1024,41.42,45.47,47.97609891,46.044,22.98
1025,44.64,49.96,50.30616064,49.943,27.87
1026,46.06,57.58,47.84714006,52.191,31.2
1027,61.44,72,79.56635805,54.068,37.45
1028,44.91,69.94,73.33814552,52.348,33.19
1029,41.96,54.98,73.02367808,48.601,31.23
1030,39.43,46.72,90.39470654,46.073,26.53
1031,39.47,43.29,86.82189464,44.856,24.16
1032,31.72,36.91,70.84576139,41.94,16.93
1033,31.55,31.03,63.48175618,40.589,25.53
1034,31.32,31.1,61.55062392,39.545,25.91
1035,31.25,31.04,66.06059603,39.279,24.37
1036,31.56,31.02,64.77880081,39.842,24.31
1037,32.04,31.88,47.10276434,40.677,22.8
1038,33.58,33,52.95600103,43.992,26.41
1039,40.06,45.42,65.71908155,50.094,39.37
1040,46.26,58.25,63.49159847,54.699,58.88
1041,49.02,57.84,80.79950205,55.696,53.48
1042,47.56,50.81,91.3660961,53.045,48.17
1043,44.01,45.49,88.97111672,50.479,40.5
1044,38.99,42.97,93.34096383,48.059,38.13
1045,36.3,38.05,85.96923903,45.657,36.94
1046,36.4,33.45,81.92112409,45.721,35.97
1047,39.43,32.06,78.52599595,47.328,35.73
1048,42.94,38.04,72.70824611,50.938,36.02
1049,45.36,43.2,59.03516293,55.413,37.76
1050,49.85,45.75,62.2456698,59.468,43
1051,54.38,46.31,70.96106049,60.89,53.03
1052,44.94,41.71,50.45337576,57.86,44.83
1053,39.93,31.81,60.74051649,53.277,41.96
1054,36.97,29.05,57.9575989,50.257,39.53
1055,34.84,30.43,58.47600992,48.939,37.93
1056,31.94,29.09,53.23452138,46.238,31.57
1057,34.34,28.81,46.1445423,44.628,27.36
1058,35.09,30.05,46.79892545,43.904,27.09
1059,34.39,28.02,54.27846497,43.692,27
1060,34.91,27.67,54.25951703,44.314,25.03
1061,35.91,27.68,54.15368118,45.559,26.2
1062,34.46,29.28,51.63040828,48.064,27.04
1063,42.82,27.55,59.8127858,53.808,38.3
1064,49.47,26.95,76.11341555,58.419,44.86
1065,58.8,31.17,65.61520258,57.137,56.74
1066,55.04,33.27,75.23708935,51.398,49.39
1067,44.91,34.11,82.67354251,48.265,43.93
1068,41.12,32.17,79.98815665,45.487,41.44
1069,36.79,31.06,73.59359616,42.461,39.28
1070,35.98,31.01,78.39272837,41.368,37.19
1071,36.84,31.59,72.85587033,42.912,36.98
1072,40.99,35.9,71.04080576,47.107,37.88
1073,42.21,36.35,55.6176624,52.498,39.25
1074,44.99,40.69,76.15788032,55.532,42.5
1075,44.53,44.98,76.56228799,55.713,43.61
1076,40.99,40.13,62.48910578,52.427,39.31
1077,37.53,37.64,59.81932289,48.091,33.86
1078,33.76,32.05,52.9525523,43.16,28.35
1079,31.37,34.96,67.73062956,40.335,27.05
1080,29.41,30.87,66.76588326,35.381,25.19
1081,28.26,30.59,69.00357517,32.804,28.2
1082,27.87,30.01,66.03994915,31.366,27.06
1083,18.29,30.59,63.39950479,30.632,26.2
1084,16.09,30.01,58.42469451,30.478,24.31
1085,17.98,29.28,52.47424689,31.186,23.2
1086,25.07,30.03,55.21588328,32.984,23.14
1087,30.62,27.67,53.97168942,40.073,20.99
1088,32.77,27.68,96.51887107,46.098,23.19
1089,34.07,30.52,106.1733292,47.665,25.71
1090,33.51,27.33,103.7578565,47.824,31.49
1091,32.85,26.38,96.9254662,47.71,27.41
1092,32.78,26.39,107.022731,47.514,22.96
1093,32.74,25.93,95.39453205,47.453,21.29
1094,34.05,24.11,76.90529471,49.145,18.83
1095,39.12,23.69,75.21780885,50.705,15.58
1096,41.33,25.57,74.48605503,50.701,22.92
1097,41.99,26.64,81.16096764,50.791,22.99
1098,47,31.24,109.8647071,53.131,24.24
1099,52,40.04,113.3454799,54.977,25.12
1100,47.4,39.2,100.920157,54.113,21.8
1101,42.95,31.83,79.18678751,50.783,8.27
1102,40,30.58,80.68547248,48.39,1.58
1103,38.08,32.5,77.300481,46.647,3.97
1104,32.94,28.45,71.89978477,43.342,0.02
1105,32.93,26.72,68.76500679,40.71,-5.9
1106,32.99,26.02,63.25867357,38.505,-8.65
1107,32.56,25.35,60.99420258,37.008,-4.93
1108,32.29,26.26,53.77850446,37.146,-4.99
1109,32.5,25.89,53.53687298,38.357,-5.76
1110,33.07,27.02,35.55894942,40.988,-6.91
1111,40.94,39.97,43.86535345,47.045,-8.51
1112,46.31,47.83,52.74243767,50.708,-4.96
1113,47.4,44.91,62.78582041,51.414,-0.08
1114,46.95,41.46,65.8484679,49.446,-1.36
1115,45.54,35.07,67.38517745,47.546,-8.46
1116,40.04,32.87,64.85399781,45.612,-6.55
1117,35.8,30.59,64.38614714,42.638,-15.24
1118,35.1,30.38,57.60236843,40.812,-20.88
